sex,yearofbirth,primary2004,messages,primary2006,hhsize
male,1944,0,Control,1,3
female,1947,0,Control,0,3
male,1973,0,Control,0,3
female,1951,1,Control,0,2
male,1951,1,Control,0,2
female,1975,0,Civic Duty,0,3
female,1948,0,Civic Duty,0,3
male,1954,0,Civic Duty,0,3
female,1955,0,Control,0,2
male,1944,0,Control,1,2
female,1942,0,Hawthorne,0,2
male,1944,0,Hawthorne,1,2
female,1957,0,Neighbors,0,2
male,1958,0,Neighbors,1,2
male,1948,1,Control,0,1
male,1949,1,Neighbors,0,3
male,1976,0,Neighbors,0,3
female,1952,0,Neighbors,0,3
female,1949,0,Control,0,2
male,1949,0,Control,0,2
male,1953,0,Control,0,2
female,1961,0,Control,0,2
male,1944,0,Hawthorne,1,3
female,1946,0,Hawthorne,0,3
male,1982,0,Hawthorne,0,3
female,1941,0,Control,0,2
male,1939,0,Control,0,2
female,1957,1,Control,0,1
female,1959,0,Control,1,1
male,1947,0,Civic Duty,1,2
female,1946,0,Civic Duty,1,2
female,1982,1,Control,1,1
female,1966,0,Control,0,1
female,1941,0,Control,1,2
male,1941,0,Control,0,2
female,1962,1,Civic Duty,1,2
male,1966,1,Civic Duty,1,2
female,1946,0,Control,0,1
female,1958,0,Control,0,1
female,1975,1,Control,0,2
male,1973,1,Control,0,2
male,1947,0,Control,0,2
female,1946,0,Control,0,2
male,1957,0,Control,0,2
female,1959,0,Control,0,2
female,1954,1,Hawthorne,1,2
male,1952,0,Hawthorne,0,2
female,1956,0,Control,0,2
male,1950,0,Control,0,2
female,1955,1,Neighbors,1,2
male,1951,0,Neighbors,1,2
male,1951,1,Civic Duty,1,2
male,1980,0,Civic Duty,0,2
male,1939,1,Control,1,2
female,1943,0,Control,1,2
female,1953,0,Control,0,3
male,1944,0,Control,1,3
male,1981,0,Control,0,3
female,1959,0,Neighbors,0,2
male,1959,0,Neighbors,1,2
female,1965,0,Hawthorne,0,1
male,1956,0,Control,0,2
female,1964,0,Control,0,2
male,1966,1,Control,0,2
female,1970,1,Control,0,2
male,1972,0,Control,1,2
female,1971,1,Control,0,2
female,1954,0,Neighbors,0,2
female,1978,0,Neighbors,0,2
female,1965,1,Control,0,2
male,1967,1,Control,0,2
male,1947,0,Control,0,2
female,1950,0,Control,0,2
male,1969,0,Neighbors,0,1
male,1961,1,Control,0,2
female,1961,1,Control,0,2
female,1957,0,Civic Duty,1,2
male,1955,0,Civic Duty,0,2
male,1943,0,Control,0,2
female,1945,0,Control,0,2
male,1946,0,Control,0,1
female,1953,1,Civic Duty,0,3
male,1984,1,Civic Duty,0,3
male,1951,0,Civic Duty,0,3
male,1956,1,Hawthorne,1,2
female,1956,1,Hawthorne,1,2
male,1959,1,Hawthorne,1,2
female,1962,1,Hawthorne,1,2
male,1959,0,Control,0,2
female,1953,0,Control,0,2
male,1960,1,Control,0,2
female,1962,0,Control,0,2
female,1955,0,Control,0,2
male,1954,0,Control,0,2
female,1965,0,Control,0,2
male,1962,0,Control,0,2
male,1953,1,Neighbors,0,1
male,1956,0,Control,0,2
female,1959,0,Control,0,2
male,1984,0,Control,1,3
female,1971,0,Control,1,3
male,1950,1,Control,1,3
male,1986,0,Hawthorne,0,3
female,1954,1,Hawthorne,0,3
male,1954,1,Hawthorne,0,3
female,1950,0,Civic Duty,1,2
male,1951,0,Civic Duty,1,2
female,1946,0,Control,1,1
female,1982,0,Control,1,3
female,1954,1,Control,1,3
male,1984,0,Control,0,3
female,1958,1,Neighbors,1,2
male,1960,0,Neighbors,1,2
female,1958,0,Control,1,2
male,1950,0,Control,1,2
female,1947,0,Control,1,2
male,1946,0,Control,1,2
female,1957,1,Civic Duty,1,3
male,1957,0,Civic Duty,0,3
female,1984,0,Civic Duty,0,3
female,1949,1,Control,0,2
male,1947,1,Control,1,2
male,1963,0,Hawthorne,0,2
female,1967,0,Hawthorne,0,2
male,1930,1,Control,0,1
female,1963,0,Control,0,1
female,1957,0,Control,0,2
male,1958,0,Control,1,2
female,1955,0,Control,0,2
male,1950,0,Control,0,2
male,1982,1,Control,0,3
female,1957,1,Control,1,3
male,1956,1,Control,0,3
male,1951,0,Control,0,2
female,1955,0,Control,0,2
male,1958,0,Neighbors,0,2
female,1986,0,Neighbors,0,2
female,1956,1,Hawthorne,0,1
female,1943,1,Control,0,2
female,1982,0,Control,0,2
male,1972,1,Control,0,3
male,1940,0,Control,1,3
female,1947,1,Control,1,3
female,1954,0,Control,1,3
male,1953,0,Control,1,3
female,1982,0,Control,0,3
male,1947,0,Hawthorne,0,2
male,1979,0,Hawthorne,0,2
male,1955,1,Civic Duty,1,2
female,1958,1,Civic Duty,0,2
male,1947,1,Control,1,3
female,1984,0,Control,0,3
female,1946,0,Control,1,3
female,1960,0,Neighbors,0,2
male,1959,0,Neighbors,0,2
male,1956,0,Control,0,1
male,1958,0,Civic Duty,0,2
female,1957,0,Civic Duty,0,2
male,1957,0,Control,0,1
female,1952,0,Control,0,3
male,1986,0,Control,0,3
male,1953,0,Control,0,3
female,1954,0,Hawthorne,0,2
male,1949,0,Hawthorne,0,2
female,1952,0,Control,0,3
female,1980,0,Control,0,3
male,1949,1,Control,0,3
male,1952,0,Control,1,2
female,1964,0,Control,0,2
male,1979,1,Control,0,4
female,1983,0,Control,0,4
male,1955,0,Control,1,4
female,1956,1,Control,1,4
female,1950,1,Neighbors,0,2
male,1949,0,Neighbors,0,2
male,1940,0,Control,0,1
male,1950,1,Civic Duty,1,2
female,1951,0,Civic Duty,0,2
male,1980,0,Hawthorne,0,3
male,1982,0,Hawthorne,0,3
male,1949,0,Hawthorne,0,3
male,1959,0,Control,0,2
female,1956,0,Control,0,2
male,1974,0,Control,1,2
female,1942,0,Control,1,2
male,1943,1,Neighbors,0,1
female,1948,0,Civic Duty,0,2
male,1979,0,Civic Duty,0,2
female,1949,0,Control,0,2
male,1949,0,Control,0,2
female,1943,0,Control,1,2
male,1940,0,Control,1,2
male,1957,0,Control,0,2
female,1959,0,Control,0,2
male,1956,1,Civic Duty,1,2
female,1956,1,Civic Duty,1,2
female,1953,1,Civic Duty,0,2
male,1949,0,Civic Duty,0,2
male,1966,0,Control,0,2
female,1965,1,Control,0,2
male,1946,0,Control,0,5
female,1981,0,Control,0,5
female,1947,1,Control,0,5
male,1980,0,Control,0,5
female,1984,0,Control,0,5
female,1958,0,Hawthorne,0,3
male,1953,0,Hawthorne,0,3
male,1985,0,Hawthorne,0,3
female,1951,0,Control,0,1
male,1955,1,Control,0,2
female,1956,0,Control,0,2
female,1973,0,Hawthorne,1,1
male,1955,0,Control,0,2
female,1957,0,Control,0,2
male,1940,0,Neighbors,1,2
female,1940,0,Neighbors,1,2
female,1962,0,Neighbors,1,2
male,1944,0,Neighbors,1,2
male,1958,0,Control,0,2
female,1958,0,Control,0,2
female,1960,1,Control,0,1
female,1960,0,Control,0,1
female,1952,0,Control,0,3
male,1975,0,Control,0,3
male,1948,0,Control,0,3
male,1947,0,Control,0,2
female,1947,0,Control,1,2
female,1948,0,Civic Duty,0,5
female,1977,0,Civic Duty,0,5
male,1947,0,Civic Duty,0,5
female,1979,0,Civic Duty,0,5
female,1983,0,Civic Duty,0,5
male,1955,0,Hawthorne,0,2
female,1954,0,Hawthorne,0,2
male,1945,0,Neighbors,0,2
female,1947,0,Neighbors,0,2
male,1951,0,Control,0,3
male,1984,0,Control,0,3
female,1953,0,Control,0,3
male,1972,0,Control,0,3
female,1947,0,Control,1,3
male,1939,0,Control,1,3
male,1958,0,Control,1,2
female,1959,0,Control,0,2
male,1954,0,Control,0,3
female,1986,0,Control,0,3
female,1955,0,Control,0,3
female,1954,0,Civic Duty,1,3
male,1950,0,Civic Duty,1,3
male,1978,0,Civic Duty,0,3
male,1956,1,Control,0,2
female,1957,1,Control,0,2
male,1947,0,Control,0,2
female,1951,0,Control,0,2
male,1965,0,Hawthorne,0,2
female,1964,1,Hawthorne,0,2
male,1957,0,Control,0,3
female,1986,0,Control,0,3
female,1963,0,Control,0,3
male,1980,1,Control,0,1
female,1969,0,Control,0,2
male,1964,0,Control,0,2
female,1953,1,Control,1,2
male,1952,1,Control,1,2
female,1959,0,Neighbors,0,2
male,1956,0,Neighbors,1,2
female,1954,0,Hawthorne,1,2
male,1960,1,Hawthorne,1,2
male,1962,1,Hawthorne,0,1
male,1957,0,Control,0,2
female,1948,0,Control,0,2
female,1978,0,Control,0,2
male,1947,0,Control,1,2
male,1986,0,Civic Duty,0,2
female,1952,0,Civic Duty,1,2
male,1940,0,Control,0,1
male,1959,1,Control,0,2
female,1964,1,Control,0,2
male,1965,1,Control,0,2
female,1961,1,Control,0,2
male,1960,1,Civic Duty,1,2
female,1966,0,Civic Duty,0,2
female,1959,0,Neighbors,1,1
female,1946,0,Control,0,2
male,1939,0,Control,0,2
female,1970,0,Control,0,2
male,1969,0,Control,0,2
female,1952,1,Control,0,1
male,1939,1,Control,0,1
male,1961,0,Control,0,2
female,1962,1,Control,0,2
female,1972,1,Neighbors,0,2
male,1970,1,Neighbors,0,2
female,1963,0,Control,0,2
male,1963,0,Control,0,2
female,1966,1,Civic Duty,0,2
male,1960,1,Civic Duty,0,2
female,1958,0,Civic Duty,0,3
male,1956,0,Civic Duty,0,3
female,1986,0,Civic Duty,0,3
female,1965,0,Control,0,2
male,1962,0,Control,0,2
male,1960,1,Neighbors,1,1
male,1961,0,Control,0,2
female,1962,0,Control,0,2
male,1944,0,Control,1,2
female,1943,1,Control,1,2
female,1925,0,Control,0,4
female,1979,0,Control,0,4
female,1955,0,Control,0,4
male,1949,0,Control,0,4
female,1962,0,Neighbors,0,2
male,1957,0,Neighbors,0,2
male,1961,0,Hawthorne,0,1
female,1969,0,Control,0,2
male,1969,0,Control,0,2
male,1957,1,Control,0,1
female,1943,0,Control,0,1
male,1959,1,Control,1,2
male,1963,0,Control,0,2
female,1951,0,Control,0,2
male,1950,0,Control,0,2
female,1963,0,Hawthorne,0,1
female,1944,0,Hawthorne,0,2
male,1945,0,Hawthorne,0,2
male,1943,0,Hawthorne,0,2
female,1963,1,Hawthorne,0,2
male,1949,0,Control,0,2
female,1956,0,Control,0,2
female,1946,0,Control,1,3
female,1980,0,Control,0,3
male,1946,0,Control,1,3
female,1955,0,Control,0,2
male,1954,0,Control,0,2
male,1963,0,Neighbors,0,1
female,1966,0,Control,0,4
female,1944,0,Control,0,4
male,1935,0,Control,0,4
male,1978,0,Control,0,4
female,1963,0,Control,0,1
female,1949,0,Control,0,1
female,1968,0,Control,0,2
male,1968,0,Control,0,2
female,1954,1,Neighbors,0,1
female,1963,0,Control,0,1
male,1962,0,Control,0,1
female,1963,1,Control,0,2
male,1960,0,Control,0,2
female,1951,1,Civic Duty,0,2
male,1954,0,Civic Duty,0,2
male,1947,1,Civic Duty,1,1
male,1960,1,Neighbors,0,2
female,1961,1,Neighbors,0,2
female,1954,0,Civic Duty,0,2
male,1953,0,Civic Duty,0,2
female,1942,1,Hawthorne,1,2
male,1941,0,Hawthorne,1,2
female,1965,0,Neighbors,1,2
male,1967,0,Neighbors,0,2
male,1955,0,Control,0,1
female,1976,1,Control,0,2
male,1971,1,Control,0,2
male,1965,0,Control,0,1
female,1950,0,Control,0,2
male,1941,0,Control,0,2
male,1964,0,Control,1,1
female,1961,0,Civic Duty,0,2
male,1952,0,Civic Duty,0,2
male,1960,1,Control,0,1
male,1957,0,Control,1,1
female,1945,0,Control,0,3
female,1983,0,Control,0,3
male,1945,1,Control,0,3
female,1960,1,Control,0,2
male,1955,1,Control,0,2
female,1969,0,Hawthorne,0,2
male,1968,0,Hawthorne,0,2
female,1956,1,Control,1,2
male,1957,0,Control,0,2
male,1967,1,Civic Duty,1,2
female,1967,1,Civic Duty,0,2
male,1966,1,Control,0,2
female,1967,0,Control,0,2
male,1956,1,Control,0,1
female,1966,0,Hawthorne,0,2
male,1966,0,Hawthorne,0,2
female,1963,0,Control,0,3
male,1960,1,Control,1,3
male,1957,0,Control,0,3
female,1956,0,Control,0,2
female,1980,0,Control,0,2
female,1952,1,Control,0,2
male,1952,1,Control,1,2
female,1940,0,Control,0,2
male,1944,0,Control,0,2
female,1951,0,Neighbors,0,1
male,1970,0,Control,0,1
female,1963,0,Civic Duty,0,2
male,1966,0,Civic Duty,0,2
male,1955,0,Control,0,2
female,1958,0,Control,0,2
female,1961,1,Control,1,2
male,1960,0,Control,1,2
female,1982,0,Control,0,4
female,1980,0,Control,0,4
male,1947,0,Control,0,4
female,1953,0,Control,0,4
male,1954,0,Neighbors,1,2
female,1955,0,Neighbors,0,2
male,1973,0,Hawthorne,0,2
female,1970,0,Hawthorne,1,2
male,1947,0,Control,0,2
female,1949,0,Control,0,2
male,1962,0,Neighbors,0,2
female,1965,0,Neighbors,1,2
male,1938,0,Hawthorne,1,3
male,1976,0,Hawthorne,0,3
female,1975,0,Hawthorne,0,3
female,1955,0,Control,1,4
female,1986,0,Control,0,4
male,1983,0,Control,0,4
male,1953,0,Control,1,4
male,1948,0,Civic Duty,0,1
female,1948,1,Civic Duty,1,3
female,1980,0,Civic Duty,1,3
male,1945,1,Civic Duty,1,3
female,1967,0,Control,0,2
male,1967,0,Control,0,2
female,1985,0,Control,1,3
female,1952,1,Control,1,3
male,1951,0,Control,1,3
male,1966,0,Neighbors,0,2
female,1966,0,Neighbors,0,2
female,1959,0,Control,0,2
male,1961,0,Control,0,2
male,1949,0,Control,0,2
female,1949,0,Control,0,2
female,1981,0,Control,0,2
female,1953,0,Control,0,2
male,1919,1,Control,0,2
female,1922,1,Control,0,2
female,1963,1,Hawthorne,0,2
male,1963,1,Hawthorne,0,2
female,1961,0,Control,0,2
male,1957,0,Control,1,2
male,1965,0,Control,1,2
female,1942,0,Control,1,2
male,1960,0,Control,0,2
female,1957,0,Control,0,2
male,1961,0,Hawthorne,0,1
male,1966,0,Control,1,2
female,1967,0,Control,1,2
male,1983,0,Neighbors,0,4
male,1954,1,Neighbors,0,4
female,1956,0,Neighbors,0,4
female,1981,0,Neighbors,0,4
male,1937,0,Control,0,2
female,1939,0,Control,1,2
female,1985,1,Control,1,3
male,1956,1,Control,1,3
female,1956,1,Control,1,3
male,1951,1,Control,0,2
female,1956,1,Control,0,2
female,1956,0,Control,0,2
male,1955,0,Control,0,2
female,1956,0,Control,1,1
male,1962,1,Control,1,2
female,1970,1,Control,0,2
male,1966,1,Civic Duty,0,1
female,1953,0,Neighbors,0,2
male,1946,1,Neighbors,0,2
male,1948,1,Control,0,3
female,1978,0,Control,0,3
female,1949,1,Control,0,3
female,1980,1,Hawthorne,0,4
male,1937,1,Hawthorne,1,4
male,1976,0,Hawthorne,0,4
female,1941,0,Hawthorne,0,4
male,1962,0,Civic Duty,0,2
female,1963,1,Civic Duty,0,2
female,1969,1,Control,0,2
male,1962,1,Control,0,2
male,1968,1,Control,1,1
female,1969,1,Control,1,1
male,1951,0,Civic Duty,0,1
male,1963,1,Control,0,1
male,1948,0,Control,0,1
male,1955,0,Neighbors,0,2
female,1954,0,Neighbors,0,2
female,1977,1,Control,0,1
male,1982,0,Civic Duty,0,2
male,1950,0,Civic Duty,1,2
female,1962,1,Control,0,2
male,1962,1,Control,0,2
male,1957,0,Control,0,2
female,1957,1,Control,0,2
male,1977,1,Control,1,2
female,1977,1,Control,1,2
male,1960,0,Hawthorne,0,2
female,1954,1,Hawthorne,0,2
female,1950,1,Control,0,2
male,1947,1,Control,0,2
male,1952,0,Neighbors,1,1
male,1950,0,Control,1,1
female,1943,1,Hawthorne,0,2
male,1937,1,Hawthorne,0,2
female,1955,0,Control,0,1
male,1965,0,Neighbors,0,2
female,1969,0,Neighbors,0,2
male,1978,0,Hawthorne,0,3
male,1953,0,Hawthorne,0,3
female,1950,0,Hawthorne,0,3
female,1964,1,Civic Duty,0,1
male,1983,0,Control,0,2
female,1957,0,Control,1,2
male,1972,0,Control,0,2
female,1974,1,Control,1,2
male,1951,0,Control,1,2
female,1951,0,Control,1,2
female,1981,0,Control,0,2
male,1950,0,Control,1,2
female,1986,0,Control,0,4
male,1953,0,Control,0,4
female,1957,0,Control,1,4
female,1983,0,Control,0,4
female,1951,1,Control,0,1
male,1962,0,Control,0,2
female,1966,0,Control,0,2
male,1982,0,Control,1,2
female,1956,0,Control,0,2
female,1961,0,Hawthorne,1,1
male,1967,0,Civic Duty,0,2
female,1968,1,Civic Duty,1,2
male,1984,0,Control,0,4
female,1951,0,Control,0,4
male,1951,0,Control,0,4
female,1979,0,Control,0,4
male,1966,0,Neighbors,0,2
female,1967,0,Neighbors,0,2
male,1976,0,Control,0,2
female,1977,0,Control,0,2
male,1969,1,Control,1,2
female,1971,0,Control,0,2
male,1964,0,Civic Duty,0,1
male,1946,0,Control,0,3
male,1977,0,Control,0,3
female,1948,0,Control,0,3
female,1957,0,Neighbors,1,2
male,1956,0,Neighbors,1,2
male,1948,0,Control,1,2
female,1982,0,Control,0,2
male,1952,0,Control,0,2
female,1954,0,Control,0,2
female,1967,1,Civic Duty,0,1
female,1951,1,Control,0,2
male,1949,1,Control,0,2
female,1958,0,Control,0,2
male,1957,0,Control,1,2
male,1945,1,Hawthorne,0,2
female,1947,1,Hawthorne,0,2
male,1940,1,Neighbors,1,1
female,1962,1,Hawthorne,1,2
male,1953,0,Hawthorne,0,2
male,1949,0,Control,1,1
female,1968,1,Control,0,2
male,1968,1,Control,0,2
female,1962,0,Control,0,2
male,1949,0,Control,0,2
female,1967,0,Control,0,1
male,1957,1,Control,1,3
male,1983,0,Control,0,3
female,1957,1,Control,1,3
male,1956,0,Control,1,2
female,1956,0,Control,1,2
male,1966,0,Civic Duty,1,2
female,1968,1,Civic Duty,1,2
female,1960,1,Hawthorne,0,2
male,1959,0,Hawthorne,0,2
male,1962,0,Control,1,2
female,1968,0,Control,1,2
male,1959,0,Control,0,3
female,1959,0,Control,0,3
female,1986,0,Control,0,3
male,1959,1,Control,0,2
female,1959,1,Control,0,2
male,1952,0,Hawthorne,0,1
male,1983,1,Neighbors,0,3
female,1956,1,Neighbors,1,3
male,1955,1,Neighbors,1,3
male,1966,0,Control,1,2
female,1975,0,Control,1,2
female,1969,0,Control,0,2
male,1964,0,Control,0,2
female,1958,1,Neighbors,1,1
male,1948,0,Control,0,2
female,1951,1,Control,1,2
female,1943,0,Control,0,3
male,1936,0,Control,0,3
female,1981,0,Control,0,3
male,1978,0,Civic Duty,0,2
female,1960,0,Civic Duty,0,2
male,1955,0,Control,0,2
female,1956,0,Control,0,2
male,1947,0,Control,1,1
male,1919,0,Neighbors,1,1
female,1938,0,Control,0,2
male,1933,0,Control,0,2
male,1949,0,Control,0,2
female,1950,0,Control,0,2
female,1953,0,Control,0,2
male,1953,0,Control,0,2
male,1944,0,Control,1,1
female,1953,1,Hawthorne,1,2
male,1956,1,Hawthorne,1,2
male,1947,1,Civic Duty,1,2
female,1947,0,Civic Duty,0,2
male,1966,0,Civic Duty,1,1
male,1950,0,Control,1,1
female,1958,0,Hawthorne,0,2
male,1958,0,Hawthorne,0,2
male,1960,0,Control,1,1
male,1951,0,Control,0,2
female,1950,0,Control,0,2
male,1963,0,Control,0,2
female,1966,0,Control,0,2
female,1951,0,Neighbors,0,1
female,1950,0,Control,0,3
male,1983,0,Control,0,3
male,1950,0,Control,0,3
female,1955,0,Neighbors,1,2
male,1957,0,Neighbors,1,2
male,1954,0,Civic Duty,0,1
male,1949,0,Control,0,2
female,1950,0,Control,0,2
female,1950,0,Hawthorne,0,4
female,1984,0,Hawthorne,0,4
male,1986,0,Hawthorne,0,4
male,1954,0,Hawthorne,0,4
female,1955,1,Hawthorne,1,2
male,1952,0,Hawthorne,0,2
male,1960,0,Control,1,2
female,1960,0,Control,1,2
female,1948,0,Control,1,2
male,1947,0,Control,1,2
female,1947,0,Neighbors,0,2
male,1946,0,Neighbors,0,2
male,1957,0,Control,0,2
female,1958,0,Control,0,2
male,1973,0,Control,1,2
female,1944,0,Control,1,2
male,1977,0,Control,0,3
female,1953,0,Control,1,3
male,1954,0,Control,1,3
male,1954,1,Control,1,2
female,1954,1,Control,1,2
male,1957,1,Control,1,3
female,1956,1,Control,0,3
female,1986,1,Control,0,3
female,1919,1,Control,0,1
male,1963,0,Civic Duty,0,2
female,1964,1,Civic Duty,0,2
female,1964,1,Control,0,1
female,1936,0,Control,0,1
female,1963,0,Civic Duty,0,2
male,1961,1,Civic Duty,0,2
male,1954,0,Civic Duty,0,2
female,1959,1,Civic Duty,0,2
female,1970,1,Neighbors,1,2
male,1970,1,Neighbors,1,2
female,1957,0,Hawthorne,0,4
male,1955,1,Hawthorne,1,4
male,1986,1,Hawthorne,0,4
male,1982,0,Hawthorne,0,4
male,1960,1,Hawthorne,0,2
female,1965,1,Hawthorne,1,2
female,1945,0,Control,1,1
female,1981,0,Control,0,3
male,1952,0,Control,0,3
female,1952,0,Control,1,3
female,1960,1,Control,0,1
female,1961,0,Control,1,2
male,1952,0,Control,0,2
female,1958,1,Control,0,2
male,1960,0,Control,0,2
male,1959,0,Control,0,2
female,1956,0,Control,0,2
male,1934,1,Control,1,3
female,1973,1,Control,1,3
male,1977,1,Control,1,3
male,1966,0,Control,0,2
female,1964,0,Control,0,2
female,1958,1,Neighbors,0,4
female,1982,0,Neighbors,0,4
male,1957,1,Neighbors,0,4
male,1984,0,Neighbors,0,4
female,1980,0,Control,0,3
female,1951,0,Control,0,3
male,1951,0,Control,0,3
female,1971,1,Control,0,2
male,1969,0,Control,0,2
male,1969,0,Neighbors,1,2
female,1965,0,Neighbors,1,2
male,1954,1,Control,0,3
female,1954,0,Control,0,3
male,1984,1,Control,0,3
male,1947,0,Control,1,2
female,1947,1,Control,1,2
female,1954,0,Civic Duty,1,2
male,1950,0,Civic Duty,1,2
female,1964,0,Control,1,2
male,1961,0,Control,1,2
male,1958,1,Civic Duty,0,2
female,1961,0,Civic Duty,1,2
male,1982,0,Control,0,3
female,1952,0,Control,0,3
male,1952,0,Control,0,3
male,1958,0,Control,0,2
female,1962,0,Control,0,2
male,1957,0,Control,0,2
female,1962,0,Control,0,2
male,1946,1,Control,0,3
female,1936,1,Control,1,3
female,1982,1,Control,0,3
male,1963,0,Control,0,2
female,1963,0,Control,0,2
male,1957,1,Hawthorne,0,2
female,1961,1,Hawthorne,0,2
male,1954,1,Hawthorne,0,2
female,1953,1,Hawthorne,0,2
female,1954,0,Neighbors,1,3
male,1951,0,Neighbors,0,3
female,1985,0,Neighbors,0,3
female,1986,0,Control,0,3
male,1950,0,Control,0,3
female,1955,0,Control,0,3
male,1944,0,Control,1,1
male,1977,0,Hawthorne,0,4
male,1941,0,Hawthorne,1,4
female,1948,0,Hawthorne,0,4
female,1980,0,Hawthorne,0,4
female,1961,0,Hawthorne,0,2
male,1961,0,Hawthorne,0,2
female,1955,1,Neighbors,1,2
male,1955,1,Neighbors,1,2
female,1938,0,Civic Duty,0,2
male,1927,0,Civic Duty,0,2
male,1980,0,Control,0,1
male,1966,0,Neighbors,0,2
female,1966,0,Neighbors,0,2
female,1952,0,Control,0,2
male,1948,1,Control,0,2
male,1986,0,Control,0,3
male,1952,0,Control,0,3
female,1956,0,Control,0,3
male,1936,0,Control,0,1
female,1950,0,Control,0,3
male,1950,0,Control,1,3
male,1981,0,Control,0,3
male,1961,0,Control,1,1
male,1955,0,Control,0,4
female,1983,0,Control,0,4
female,1956,0,Control,0,4
female,1985,0,Control,0,4
male,1964,0,Control,0,2
female,1963,0,Control,0,2
male,1955,0,Civic Duty,1,1
female,1985,0,Control,0,3
female,1962,0,Control,0,3
male,1957,0,Control,0,3
male,1960,1,Civic Duty,1,2
female,1966,1,Civic Duty,1,2
female,1970,0,Neighbors,0,2
male,1967,0,Neighbors,0,2
female,1950,0,Neighbors,0,3
female,1981,0,Neighbors,0,3
male,1948,0,Neighbors,0,3
female,1960,0,Control,0,2
male,1957,0,Control,0,2
female,1948,1,Control,0,2
male,1952,1,Control,0,2
female,1947,0,Civic Duty,1,1
male,1965,0,Control,1,2
female,1961,0,Control,0,2
female,1960,0,Hawthorne,0,2
male,1953,0,Hawthorne,0,2
female,1944,0,Control,1,2
male,1942,0,Control,1,2
female,1957,0,Control,1,2
male,1958,0,Control,1,2
male,1954,0,Control,0,3
male,1985,0,Control,0,3
female,1953,0,Control,0,3
male,1966,1,Control,1,2
female,1965,1,Control,1,2
female,1960,0,Control,0,2
male,1958,1,Control,0,2
male,1964,0,Control,0,2
female,1967,0,Control,0,2
female,1984,0,Hawthorne,0,3
male,1950,1,Hawthorne,0,3
female,1959,1,Hawthorne,0,3
male,1944,0,Control,0,2
female,1953,0,Control,0,2
male,1940,0,Civic Duty,1,1
male,1964,0,Control,0,2
female,1971,0,Control,0,2
female,1955,0,Control,1,1
male,1950,1,Control,0,2
female,1950,1,Control,1,2
female,1948,1,Control,0,2
male,1948,0,Control,0,2
female,1956,1,Control,0,1
male,1958,0,Neighbors,1,2
female,1961,0,Neighbors,0,2
female,1947,0,Civic Duty,0,3
female,1979,0,Civic Duty,0,3
male,1947,0,Civic Duty,0,3
female,1973,0,Control,0,2
male,1970,0,Control,0,2
female,1952,1,Hawthorne,0,1
male,1947,0,Neighbors,1,2
female,1947,0,Neighbors,1,2
male,1967,0,Hawthorne,0,2
female,1966,0,Hawthorne,1,2
female,1971,0,Control,0,2
female,1944,0,Control,0,2
male,1955,1,Control,1,2
female,1964,0,Control,1,2
male,1959,0,Control,0,2
female,1964,1,Control,1,2
male,1950,0,Control,0,2
female,1963,1,Control,0,2
